timestamp,mid_price_1
2025-11-14 09:30:00.000113498,38.21
2025-11-14 09:30:00.000573094,36.695
2025-11-14 09:30:00.000580571,36.695
2025-11-14 09:30:00.000580571,36.695
2025-11-14 09:30:00.000580571,36.695
2025-11-14 09:30:00.000580571,36.695
2025-11-14 09:30:00.000580571,36.695
2025-11-14 09:30:00.000586262,36.695
2025-11-14 09:30:00.000586262,36.695
2025-11-14 09:30:00.000586262,36.695
2025-11-14 09:30:00.000586262,36.695
2025-11-14 09:30:00.000586262,36.695
2025-11-14 09:30:00.000587450,36.695
2025-11-14 09:30:00.000587450,36.695
2025-11-14 09:30:00.000587450,36.695
2025-11-14 09:30:00.000587450,36.695
2025-11-14 09:30:00.000587450,36.695
2025-11-14 09:30:00.000597651,36.695
2025-11-14 09:30:00.000597651,36.695
2025-11-14 09:30:00.000597651,36.695
2025-11-14 09:30:00.000597651,36.695
2025-11-14 09:30:00.000597651,36.695
2025-11-14 09:30:00.000598258,36.695
2025-11-14 09:30:00.000598258,36.695
2025-11-14 09:30:00.000598258,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000598948,36.695
2025-11-14 09:30:00.000601578,36.695
2025-11-14 09:30:00.000601578,36.695
2025-11-14 09:30:00.000601578,36.695
2025-11-14 09:30:00.000601578,36.695
2025-11-14 09:30:00.000601578,36.695
2025-11-14 09:30:00.000608546,36.695
2025-11-14 09:30:00.000624995,36.695
2025-11-14 09:30:00.000624995,36.695
2025-11-14 09:30:00.000624995,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000635272,36.695
2025-11-14 09:30:00.000638997,36.695
2025-11-14 09:30:00.000638997,36.695
2025-11-14 09:30:00.000638997,36.695
2025-11-14 09:30:00.000638997,36.695
2025-11-14 09:30:00.000638997,36.695
2025-11-14 09:30:00.000647269,36.695
2025-11-14 09:30:00.000647269,36.695
2025-11-14 09:30:00.000647269,36.695
2025-11-14 09:30:00.000647269,36.695
2025-11-14 09:30:00.000647269,36.695
2025-11-14 09:30:00.000649768,36.695
2025-11-14 09:30:00.000649768,36.695
2025-11-14 09:30:00.000649768,36.695
2025-11-14 09:30:00.000649768,36.695
2025-11-14 09:30:00.000649768,36.695
2025-11-14 09:30:00.000664482,36.695
2025-11-14 09:30:00.000664482,36.695
2025-11-14 09:30:00.000664482,36.695
2025-11-14 09:30:00.000664482,36.695
2025-11-14 09:30:00.000664482,36.695
2025-11-14 09:30:00.000667645,36.695
2025-11-14 09:30:00.000667645,36.695
2025-11-14 09:30:00.000667645,36.695
2025-11-14 09:30:00.000693500,36.695
2025-11-14 09:30:00.000693500,36.695
2025-11-14 09:30:00.000693500,36.695
2025-11-14 09:30:00.000693500,36.695
2025-11-14 09:30:00.000693500,36.695
2025-11-14 09:30:00.000699915,36.695
2025-11-14 09:30:00.000699915,36.695
2025-11-14 09:30:00.000699915,36.695
2025-11-14 09:30:00.000699915,36.695
2025-11-14 09:30:00.000699915,36.695
2025-11-14 09:30:00.000733899,36.695
2025-11-14 09:30:00.000733899,36.695
2025-11-14 09:30:00.000733899,36.695
2025-11-14 09:30:00.000733899,36.695
2025-11-14 09:30:00.000733899,36.695
2025-11-14 09:30:00.000735110,36.83
2025-11-14 09:30:00.000735110,36.83
2025-11-14 09:30:00.000735110,36.83
2025-11-14 09:30:00.000736112,36.83
2025-11-14 09:30:00.000741022,36.83
2025-11-14 09:30:00.000749309,36.83
2025-11-14 09:30:00.000757919,36.83
2025-11-14 09:30:00.000762112,36.83
2025-11-14 09:30:00.000762805,36.83
